education,race,gender,age,income
0.0,4.0,1.0,6.0,
5.0,4.0,2.0,49.0,1200.0
10.0,4.0,1.0,25.0,1100.0
8.0,16.0,2.0,24.0,
0.0,16.0,1.0,2.0,
0.0,2.0,2.0,39.0,800.0
7.0,4.0,1.0,18.0,
6.0,2.0,2.0,15.0,
0.0,4.0,1.0,8.0,
0.0,4.0,2.0,40.0,
11.0,4.0,1.0,42.0,1500.0
6.0,16.0,2.0,15.0,
5.0,4.0,2.0,14.0,
14.0,4.0,1.0,44.0,1000.0
15.0,4.0,2.0,42.0,2500.0
11.0,4.0,2.0,28.0,
10.0,4.0,2.0,17.0,
6.0,16.0,1.0,41.0,1200.0
15.0,4.0,2.0,47.0,1300.0
11.0,4.0,1.0,54.0,8000.0
7.0,16.0,2.0,53.0,
15.0,4.0,2.0,30.0,1200.0
0.0,4.0,1.0,44.0,4000.0
11.0,4.0,2.0,38.0,2000.0
8.0,4.0,1.0,18.0,400.0
6.0,4.0,2.0,13.0,
15.0,4.0,2.0,41.0,1200.0
11.0,16.0,1.0,46.0,3000.0
9.0,4.0,1.0,19.0,622.0
0.0,16.0,2.0,5.0,
11.0,16.0,1.0,31.0,2000.0
11.0,16.0,2.0,22.0,
0.0,16.0,2.0,1.0,
15.0,16.0,2.0,61.0,5622.0
15.0,16.0,1.0,32.0,
11.0,4.0,2.0,42.0,800.0
8.0,4.0,1.0,23.0,950.0
0.0,4.0,2.0,14.0,
0.0,4.0,2.0,0.0,
11.0,16.0,2.0,43.0,900.0
8.0,4.0,1.0,47.0,1250.0
9.0,16.0,2.0,15.0,
11.0,4.0,2.0,54.0,
5.0,4.0,1.0,69.0,1222.0
11.0,16.0,1.0,49.0,3900.0
4.0,16.0,2.0,72.0,622.0
11.0,16.0,2.0,36.0,2000.0
0.0,16.0,1.0,3.0,
11.0,16.0,1.0,42.0,3200.0
0.0,4.0,1.0,32.0,1500.0
0.0,4.0,1.0,27.0,1800.0
0.0,4.0,2.0,56.0,700.0
9.0,4.0,1.0,23.0,622.0
9.0,4.0,2.0,22.0,622.0
11.0,4.0,2.0,22.0,622.0
8.0,4.0,2.0,15.0,
0.0,4.0,2.0,1.0,
13.0,4.0,1.0,61.0,1200.0
4.0,4.0,2.0,55.0,
0.0,4.0,1.0,57.0,
0.0,4.0,1.0,28.0,800.0
5.0,4.0,1.0,26.0,
6.0,4.0,1.0,31.0,622.0
1.0,4.0,1.0,10.0,
0.0,4.0,1.0,5.0,
11.0,4.0,2.0,24.0,622.0
8.0,4.0,1.0,20.0,
0.0,4.0,1.0,6.0,
11.0,16.0,1.0,33.0,1000.0
6.0,4.0,2.0,36.0,500.0
15.0,2.0,2.0,36.0,1200.0
11.0,4.0,1.0,26.0,1000.0
4.0,4.0,1.0,11.0,
0.0,16.0,1.0,2.0,
0.0,16.0,1.0,2.0,
0.0,16.0,1.0,44.0,1000.0
0.0,4.0,2.0,25.0,800.0
2.0,4.0,1.0,10.0,
0.0,4.0,2.0,7.0,
0.0,4.0,1.0,1.0,
0.0,4.0,1.0,29.0,900.0
0.0,4.0,2.0,23.0,900.0
0.0,4.0,2.0,2.0,
0.0,4.0,1.0,54.0,900.0
0.0,4.0,2.0,63.0,622.0
8.0,4.0,1.0,22.0,1200.0
8.0,4.0,2.0,24.0,
0.0,16.0,2.0,5.0,
0.0,16.0,2.0,60.0,622.0
11.0,16.0,2.0,37.0,900.0
7.0,16.0,1.0,13.0,
11.0,16.0,2.0,38.0,1200.0
11.0,16.0,2.0,20.0,
8.0,4.0,1.0,29.0,622.0
8.0,4.0,2.0,30.0,622.0
0.0,4.0,1.0,2.0,
0.0,4.0,1.0,0.0,
12.0,16.0,1.0,47.0,1000.0
11.0,16.0,2.0,50.0,622.0
10.0,4.0,2.0,15.0,
7.0,4.0,2.0,45.0,
0.0,4.0,1.0,35.0,1200.0
5.0,4.0,1.0,15.0,160.0
0.0,4.0,1.0,7.0,
0.0,4.0,2.0,1.0,
11.0,16.0,2.0,27.0,2000.0
11.0,4.0,1.0,35.0,1500.0
11.0,4.0,2.0,37.0,
6.0,4.0,2.0,14.0,
0.0,4.0,1.0,8.0,
11.0,4.0,2.0,30.0,
11.0,4.0,1.0,34.0,622.0
0.0,4.0,1.0,0.0,
0.0,4.0,1.0,77.0,
5.0,4.0,2.0,44.0,817.0
3.0,4.0,1.0,17.0,200.0
5.0,4.0,2.0,13.0,
0.0,4.0,2.0,10.0,
5.0,4.0,1.0,43.0,400.0
6.0,4.0,2.0,13.0,
3.0,4.0,1.0,11.0,
8.0,4.0,2.0,36.0,
5.0,4.0,1.0,23.0,900.0
7.0,16.0,2.0,17.0,
0.0,4.0,1.0,0.0,
5.0,4.0,2.0,43.0,2000.0
5.0,4.0,1.0,50.0,2700.0
14.0,4.0,2.0,25.0,1500.0
11.0,4.0,2.0,23.0,1500.0
11.0,4.0,1.0,20.0,900.0
11.0,4.0,2.0,19.0,622.0
5.0,4.0,1.0,15.0,
5.0,16.0,2.0,14.0,
4.0,4.0,2.0,12.0,
4.0,4.0,2.0,11.0,
2.0,16.0,1.0,9.0,
10.0,4.0,1.0,60.0,1800.0
0.0,4.0,2.0,72.0,1244.0
6.0,4.0,1.0,42.0,800.0
4.0,4.0,2.0,26.0,540.0
6.0,2.0,1.0,25.0,800.0
2.0,4.0,2.0,10.0,
0.0,4.0,2.0,8.0,
0.0,4.0,2.0,3.0,
0.0,4.0,2.0,1.0,
8.0,4.0,2.0,43.0,320.0
11.0,4.0,1.0,24.0,
0.0,4.0,1.0,14.0,622.0
4.0,4.0,2.0,13.0,
8.0,4.0,2.0,18.0,
8.0,4.0,1.0,25.0,1200.0
8.0,4.0,1.0,35.0,1200.0
5.0,4.0,2.0,34.0,132.0
11.0,2.0,1.0,31.0,1200.0
11.0,4.0,2.0,49.0,6000.0
15.0,4.0,1.0,31.0,9200.0
15.0,2.0,2.0,29.0,3000.0
15.0,4.0,2.0,53.0,4000.0
15.0,16.0,1.0,53.0,
15.0,16.0,2.0,48.0,
12.0,16.0,2.0,22.0,
11.0,4.0,1.0,27.0,1500.0
14.0,4.0,2.0,27.0,2000.0
0.0,4.0,2.0,3.0,
0.0,4.0,2.0,1.0,
15.0,4.0,2.0,50.0,2500.0
15.0,16.0,2.0,56.0,8000.0
15.0,4.0,2.0,41.0,1500.0
14.0,16.0,1.0,24.0,2800.0
0.0,16.0,1.0,42.0,3800.0
15.0,16.0,2.0,56.0,7000.0
4.0,16.0,1.0,50.0,700.0
0.0,16.0,2.0,57.0,
10.0,4.0,1.0,22.0,622.0
8.0,4.0,1.0,23.0,730.0
11.0,4.0,1.0,27.0,980.0
15.0,4.0,2.0,48.0,2300.0
15.0,16.0,1.0,53.0,2500.0
5.0,16.0,1.0,37.0,2000.0
5.0,4.0,1.0,45.0,
6.0,4.0,2.0,64.0,1200.0
0.0,16.0,2.0,83.0,900.0
5.0,4.0,1.0,13.0,
1.0,4.0,1.0,10.0,
11.0,4.0,2.0,37.0,500.0
4.0,4.0,1.0,52.0,2500.0
0.0,4.0,1.0,5.0,
0.0,4.0,2.0,2.0,
11.0,4.0,1.0,35.0,1000.0
11.0,4.0,2.0,32.0,600.0
5.0,4.0,1.0,17.0,
4.0,16.0,1.0,14.0,
3.0,4.0,2.0,12.0,
0.0,16.0,2.0,63.0,
11.0,4.0,2.0,47.0,622.0
10.0,16.0,1.0,25.0,800.0
0.0,16.0,1.0,4.0,
4.0,16.0,1.0,60.0,2500.0
10.0,4.0,1.0,18.0,
4.0,4.0,1.0,17.0,
8.0,4.0,1.0,48.0,8000.0
8.0,16.0,2.0,34.0,1000.0
6.0,16.0,1.0,13.0,
3.0,4.0,1.0,11.0,
11.0,4.0,2.0,29.0,900.0
11.0,4.0,1.0,36.0,2500.0
0.0,4.0,2.0,7.0,
0.0,4.0,1.0,42.0,800.0
0.0,16.0,2.0,40.0,500.0
7.0,4.0,2.0,16.0,35.0
3.0,4.0,1.0,10.0,35.0
8.0,4.0,1.0,25.0,800.0
8.0,4.0,2.0,18.0,
0.0,4.0,1.0,1.0,
0.0,16.0,1.0,42.0,1300.0
11.0,16.0,2.0,27.0,1000.0
0.0,16.0,2.0,3.0,
2.0,4.0,1.0,57.0,1000.0
8.0,4.0,2.0,37.0,702.0
0.0,4.0,1.0,20.0,
5.0,4.0,1.0,13.0,
4.0,4.0,1.0,10.0,
14.0,4.0,2.0,50.0,150.0
11.0,2.0,1.0,38.0,1700.0
7.0,4.0,2.0,16.0,
4.0,4.0,2.0,12.0,
11.0,4.0,2.0,21.0,
3.0,4.0,2.0,41.0,134.0
8.0,4.0,1.0,47.0,1200.0
10.0,16.0,1.0,16.0,
5.0,16.0,1.0,14.0,
11.0,4.0,1.0,32.0,2700.0
11.0,4.0,2.0,30.0,
0.0,4.0,2.0,3.0,
13.0,4.0,1.0,30.0,2800.0
10.0,4.0,1.0,54.0,1300.0
6.0,2.0,1.0,50.0,1400.0
5.0,2.0,1.0,46.0,1400.0
11.0,2.0,1.0,40.0,1400.0
4.0,4.0,1.0,33.0,1800.0
5.0,2.0,1.0,30.0,1200.0
11.0,2.0,1.0,28.0,1400.0
8.0,4.0,1.0,27.0,1600.0
4.0,2.0,1.0,27.0,1400.0
11.0,4.0,1.0,26.0,1200.0
5.0,2.0,1.0,22.0,1200.0
11.0,2.0,1.0,19.0,1200.0
12.0,2.0,1.0,49.0,622.0
5.0,4.0,1.0,14.0,
6.0,4.0,1.0,17.0,
2.0,4.0,2.0,46.0,730.0
0.0,4.0,1.0,44.0,800.0
7.0,4.0,2.0,16.0,
5.0,4.0,1.0,32.0,
2.0,4.0,2.0,56.0,622.0
0.0,4.0,1.0,64.0,
3.0,4.0,1.0,38.0,700.0
5.0,16.0,2.0,34.0,
5.0,4.0,1.0,39.0,622.0
5.0,4.0,2.0,24.0,
0.0,4.0,1.0,6.0,
0.0,4.0,1.0,3.0,
7.0,4.0,1.0,21.0,587.0
7.0,4.0,2.0,19.0,
0.0,4.0,1.0,4.0,
0.0,16.0,2.0,0.0,
0.0,4.0,2.0,46.0,150.0
2.0,4.0,1.0,53.0,622.0
3.0,4.0,2.0,48.0,400.0
5.0,4.0,1.0,22.0,
5.0,4.0,1.0,19.0,800.0
0.0,4.0,1.0,8.0,
1.0,16.0,2.0,50.0,622.0
5.0,4.0,1.0,30.0,1200.0
0.0,16.0,1.0,50.0,
6.0,16.0,2.0,48.0,230.0
9.0,16.0,1.0,17.0,480.0
2.0,4.0,2.0,46.0,148.0
9.0,16.0,1.0,18.0,
9.0,16.0,2.0,16.0,622.0
0.0,4.0,1.0,23.0,900.0
,4.0,1.0,20.0,622.0
0.0,16.0,2.0,42.0,622.0
11.0,4.0,2.0,23.0,
4.0,4.0,2.0,57.0,
0.0,4.0,1.0,61.0,700.0
0.0,4.0,2.0,15.0,
11.0,16.0,2.0,39.0,800.0
7.0,4.0,1.0,23.0,800.0
0.0,16.0,1.0,2.0,
5.0,4.0,1.0,25.0,
7.0,4.0,2.0,24.0,103.0
0.0,4.0,1.0,5.0,
0.0,4.0,2.0,1.0,
0.0,2.0,1.0,37.0,700.0
0.0,4.0,2.0,53.0,
15.0,16.0,1.0,31.0,10300.0
15.0,16.0,2.0,29.0,
0.0,16.0,2.0,5.0,
10.0,16.0,2.0,37.0,
10.0,4.0,1.0,32.0,3500.0
2.0,16.0,1.0,8.0,
0.0,4.0,1.0,44.0,1200.0
0.0,16.0,2.0,39.0,
11.0,16.0,1.0,18.0,
0.0,16.0,2.0,1.0,
11.0,16.0,1.0,25.0,1500.0
11.0,16.0,2.0,29.0,
0.0,4.0,2.0,0.0,
11.0,4.0,2.0,30.0,1700.0
11.0,16.0,1.0,56.0,
3.0,4.0,2.0,49.0,
11.0,4.0,1.0,39.0,3500.0
11.0,4.0,2.0,36.0,2500.0
11.0,4.0,2.0,19.0,
3.0,4.0,1.0,10.0,
9.0,4.0,1.0,42.0,1800.0
6.0,4.0,2.0,33.0,622.0
7.0,4.0,2.0,14.0,
5.0,4.0,1.0,13.0,
4.0,4.0,2.0,11.0,
8.0,4.0,1.0,60.0,
7.0,4.0,2.0,53.0,
15.0,16.0,2.0,39.0,2500.0
7.0,4.0,1.0,14.0,
11.0,4.0,1.0,41.0,3000.0
4.0,4.0,2.0,41.0,
11.0,4.0,2.0,25.0,
11.0,4.0,1.0,24.0,1800.0
9.0,4.0,1.0,14.0,
11.0,4.0,1.0,27.0,
11.0,4.0,2.0,26.0,
3.0,4.0,2.0,12.0,
8.0,16.0,1.0,53.0,1200.0
0.0,16.0,2.0,34.0,
1.0,16.0,2.0,8.0,
0.0,16.0,2.0,1.0,
11.0,4.0,1.0,46.0,5000.0
5.0,16.0,2.0,47.0,800.0
15.0,4.0,1.0,22.0,2200.0
9.0,4.0,2.0,15.0,
11.0,16.0,1.0,26.0,4000.0
14.0,16.0,2.0,27.0,
7.0,4.0,2.0,27.0,
11.0,4.0,1.0,27.0,2000.0
0.0,16.0,2.0,1.0,
8.0,4.0,1.0,48.0,4100.0
11.0,4.0,2.0,39.0,
8.0,4.0,1.0,20.0,1100.0
11.0,16.0,1.0,29.0,
5.0,4.0,2.0,21.0,
0.0,4.0,1.0,1.0,
0.0,16.0,2.0,0.0,
6.0,4.0,2.0,20.0,800.0
11.0,16.0,1.0,46.0,2100.0
0.0,4.0,2.0,51.0,2100.0
8.0,16.0,1.0,27.0,1000.0
6.0,4.0,2.0,37.0,
0.0,4.0,1.0,0.0,
7.0,4.0,1.0,38.0,622.0
7.0,4.0,2.0,29.0,
2.0,4.0,2.0,10.0,
0.0,4.0,2.0,7.0,
0.0,4.0,1.0,3.0,
4.0,4.0,2.0,35.0,
3.0,4.0,1.0,41.0,800.0
0.0,2.0,2.0,5.0,
8.0,16.0,1.0,55.0,2000.0
7.0,4.0,1.0,44.0,850.0
5.0,4.0,1.0,37.0,2000.0
2.0,4.0,2.0,35.0,
8.0,2.0,1.0,25.0,1000.0
6.0,2.0,1.0,17.0,900.0
0.0,2.0,1.0,4.0,
0.0,2.0,2.0,2.0,
2.0,4.0,2.0,40.0,
7.0,4.0,1.0,46.0,1200.0
9.0,4.0,2.0,17.0,600.0
6.0,4.0,2.0,15.0,
0.0,16.0,2.0,3.0,
0.0,16.0,2.0,1.0,
8.0,4.0,1.0,23.0,1200.0
11.0,4.0,2.0,25.0,
0.0,4.0,1.0,10.0,
4.0,4.0,1.0,66.0,622.0
6.0,4.0,2.0,67.0,622.0
8.0,16.0,1.0,31.0,1200.0
8.0,4.0,2.0,28.0,
2.0,4.0,1.0,8.0,
2.0,16.0,1.0,28.0,600.0
4.0,4.0,2.0,30.0,200.0
3.0,4.0,2.0,13.0,
2.0,4.0,2.0,10.0,
1.0,4.0,2.0,9.0,
0.0,4.0,2.0,6.0,
0.0,4.0,1.0,5.0,
0.0,4.0,1.0,1.0,
3.0,16.0,1.0,39.0,1100.0
3.0,2.0,2.0,31.0,166.0
1.0,4.0,1.0,13.0,
1.0,16.0,2.0,9.0,
0.0,16.0,2.0,4.0,
8.0,4.0,1.0,30.0,1200.0
5.0,4.0,2.0,24.0,130.0
2.0,4.0,1.0,9.0,
0.0,4.0,2.0,7.0,
0.0,4.0,1.0,5.0,
0.0,4.0,1.0,30.0,1200.0
0.0,4.0,2.0,35.0,
4.0,4.0,1.0,52.0,
4.0,16.0,2.0,50.0,622.0
11.0,16.0,1.0,22.0,2500.0
9.0,4.0,2.0,22.0,
0.0,4.0,2.0,7.0,
0.0,16.0,1.0,20.0,850.0
0.0,4.0,2.0,21.0,622.0
7.0,4.0,1.0,38.0,622.0
0.0,4.0,2.0,3.0,
0.0,4.0,1.0,2.0,
5.0,4.0,1.0,60.0,5000.0
3.0,4.0,2.0,40.0,642.0
8.0,4.0,1.0,29.0,2600.0
15.0,16.0,2.0,29.0,3000.0
0.0,16.0,2.0,1.0,
11.0,4.0,1.0,44.0,1000.0
8.0,16.0,2.0,44.0,
2.0,4.0,2.0,10.0,
11.0,16.0,2.0,30.0,1200.0
4.0,16.0,1.0,18.0,
1.0,16.0,2.0,9.0,
3.0,2.0,2.0,29.0,634.0
5.0,4.0,1.0,28.0,622.0
2.0,2.0,1.0,11.0,
1.0,2.0,2.0,8.0,
0.0,2.0,2.0,7.0,
0.0,2.0,1.0,2.0,
11.0,4.0,2.0,27.0,
10.0,4.0,1.0,27.0,622.0
7.0,4.0,2.0,40.0,
3.0,4.0,1.0,53.0,1800.0
8.0,4.0,1.0,21.0,
10.0,4.0,2.0,18.0,
12.0,4.0,1.0,37.0,1800.0
14.0,16.0,2.0,31.0,3800.0
2.0,4.0,1.0,8.0,
0.0,4.0,2.0,4.0,
0.0,4.0,1.0,31.0,750.0
9.0,16.0,1.0,36.0,1430.0
15.0,16.0,2.0,36.0,2500.0
4.0,4.0,1.0,41.0,2000.0
9.0,16.0,1.0,16.0,622.0
0.0,16.0,2.0,6.0,
0.0,2.0,1.0,34.0,800.0
8.0,4.0,2.0,31.0,800.0
8.0,16.0,1.0,49.0,
5.0,16.0,2.0,42.0,2000.0
15.0,16.0,2.0,22.0,
8.0,16.0,2.0,16.0,
3.0,16.0,2.0,10.0,
7.0,16.0,1.0,59.0,1000.0
4.0,16.0,2.0,49.0,622.0
0.0,16.0,2.0,85.0,1244.0
11.0,16.0,2.0,23.0,622.0
7.0,2.0,1.0,23.0,622.0
11.0,16.0,1.0,26.0,622.0
11.0,16.0,2.0,19.0,622.0
8.0,16.0,1.0,55.0,3000.0
8.0,4.0,2.0,50.0,
11.0,4.0,2.0,47.0,1400.0
10.0,4.0,1.0,51.0,1000.0
13.0,16.0,2.0,28.0,
13.0,4.0,1.0,27.0,1000.0
2.0,4.0,2.0,26.0,734.0
2.0,4.0,2.0,10.0,
0.0,16.0,2.0,8.0,
4.0,4.0,2.0,45.0,972.0
15.0,16.0,2.0,34.0,2000.0
13.0,4.0,1.0,39.0,1300.0
7.0,16.0,2.0,16.0,
0.0,16.0,1.0,6.0,
4.0,4.0,1.0,56.0,700.0
15.0,4.0,2.0,49.0,1800.0
3.0,4.0,2.0,59.0,
0.0,4.0,1.0,66.0,622.0
3.0,4.0,2.0,60.0,
4.0,4.0,1.0,37.0,312.0
4.0,4.0,1.0,50.0,400.0
3.0,4.0,2.0,44.0,
11.0,4.0,2.0,25.0,
11.0,4.0,1.0,22.0,622.0
11.0,16.0,1.0,28.0,1000.0
11.0,16.0,2.0,20.0,346.0
7.0,16.0,1.0,14.0,311.0
6.0,16.0,2.0,47.0,470.0
4.0,4.0,1.0,12.0,
0.0,16.0,2.0,3.0,
0.0,16.0,1.0,70.0,622.0
2.0,4.0,2.0,62.0,622.0
9.0,4.0,2.0,40.0,
4.0,4.0,1.0,36.0,3000.0
5.0,4.0,1.0,44.0,800.0
2.0,4.0,2.0,40.0,622.0
11.0,16.0,2.0,19.0,400.0
10.0,16.0,1.0,17.0,400.0
7.0,16.0,1.0,15.0,622.0
4.0,2.0,1.0,46.0,678.0
2.0,16.0,2.0,45.0,622.0
8.0,4.0,2.0,17.0,350.0
6.0,2.0,1.0,14.0,100.0
2.0,16.0,1.0,14.0,
8.0,16.0,1.0,23.0,1500.0
11.0,4.0,2.0,19.0,622.0
0.0,16.0,1.0,2.0,
12.0,16.0,1.0,25.0,1047.0
11.0,16.0,2.0,25.0,300.0
11.0,16.0,2.0,33.0,447.0
11.0,4.0,1.0,32.0,1000.0
4.0,4.0,2.0,11.0,
0.0,4.0,2.0,6.0,
0.0,16.0,2.0,70.0,622.0
3.0,16.0,1.0,52.0,1000.0
4.0,16.0,2.0,48.0,
8.0,16.0,1.0,28.0,
0.0,4.0,1.0,2.0,
11.0,16.0,1.0,33.0,1866.0
15.0,4.0,2.0,33.0,2450.0
11.0,16.0,1.0,24.0,1100.0
10.0,4.0,2.0,18.0,100.0
0.0,4.0,2.0,88.0,1244.0
8.0,4.0,2.0,60.0,
11.0,4.0,1.0,32.0,2000.0
10.0,16.0,2.0,29.0,90.0
0.0,4.0,2.0,3.0,
0.0,4.0,2.0,79.0,622.0
5.0,4.0,1.0,41.0,800.0
8.0,4.0,2.0,50.0,190.0
8.0,4.0,1.0,49.0,622.0
11.0,4.0,2.0,26.0,750.0
5.0,4.0,1.0,22.0,1322.0
5.0,4.0,1.0,20.0,700.0
10.0,4.0,2.0,17.0,
11.0,16.0,1.0,42.0,3000.0
11.0,4.0,2.0,44.0,1250.0
15.0,16.0,2.0,24.0,
11.0,4.0,1.0,22.0,
4.0,16.0,2.0,39.0,1244.0
0.0,4.0,1.0,50.0,700.0
3.0,16.0,2.0,48.0,174.0
10.0,4.0,2.0,18.0,
5.0,4.0,2.0,11.0,
0.0,4.0,1.0,6.0,
14.0,4.0,2.0,33.0,710.0
8.0,4.0,2.0,15.0,
5.0,4.0,1.0,11.0,
0.0,4.0,1.0,5.0,
0.0,4.0,2.0,1.0,
8.0,1.0,2.0,35.0,900.0
6.0,1.0,2.0,13.0,
2.0,1.0,1.0,10.0,
0.0,4.0,2.0,7.0,
11.0,4.0,2.0,46.0,900.0
5.0,16.0,1.0,22.0,800.0
11.0,16.0,1.0,21.0,900.0
8.0,16.0,2.0,17.0,
11.0,4.0,1.0,40.0,4000.0
15.0,16.0,2.0,40.0,1150.0
9.0,4.0,1.0,16.0,
6.0,4.0,1.0,13.0,
13.0,4.0,1.0,23.0,970.0
11.0,4.0,2.0,23.0,860.0
0.0,4.0,1.0,3.0,
15.0,2.0,2.0,54.0,5950.0
15.0,4.0,2.0,27.0,4000.0
13.0,4.0,1.0,26.0,614.0
13.0,4.0,1.0,21.0,1000.0
0.0,16.0,1.0,74.0,622.0
0.0,4.0,2.0,74.0,622.0
5.0,4.0,2.0,60.0,993.0
11.0,16.0,2.0,26.0,466.0
4.0,2.0,1.0,12.0,
0.0,16.0,2.0,3.0,
0.0,16.0,2.0,3.0,
0.0,4.0,2.0,29.0,622.0
6.0,16.0,1.0,36.0,1244.0
11.0,4.0,2.0,33.0,
7.0,4.0,1.0,15.0,
0.0,4.0,1.0,7.0,
0.0,4.0,2.0,3.0,
0.0,16.0,1.0,61.0,622.0
1.0,16.0,1.0,9.0,
0.0,2.0,1.0,39.0,2000.0
,4.0,2.0,29.0,102.0
0.0,2.0,1.0,3.0,
11.0,4.0,1.0,43.0,1244.0
4.0,4.0,2.0,29.0,622.0
0.0,16.0,2.0,4.0,
6.0,16.0,2.0,13.0,
4.0,4.0,1.0,53.0,622.0
8.0,4.0,2.0,45.0,622.0
9.0,4.0,1.0,18.0,700.0
8.0,4.0,1.0,33.0,150.0
0.0,16.0,1.0,6.0,
0.0,4.0,1.0,4.0,
8.0,4.0,1.0,58.0,1.0
4.0,16.0,2.0,54.0,
6.0,4.0,1.0,16.0,
11.0,16.0,1.0,64.0,25400.0
11.0,4.0,2.0,60.0,2390.0
4.0,2.0,1.0,73.0,6322.0
0.0,2.0,2.0,72.0,632.0
12.0,4.0,1.0,43.0,50.0
2.0,4.0,2.0,31.0,134.0
4.0,4.0,2.0,13.0,
0.0,4.0,1.0,7.0,
4.0,16.0,1.0,39.0,1200.0
3.0,4.0,2.0,37.0,
4.0,4.0,1.0,44.0,1000.0
4.0,16.0,2.0,37.0,318.0
10.0,16.0,2.0,17.0,
7.0,4.0,2.0,13.0,
0.0,4.0,1.0,5.0,
0.0,4.0,1.0,5.0,
10.0,4.0,1.0,35.0,800.0
4.0,4.0,2.0,35.0,140.0
8.0,4.0,1.0,18.0,450.0
6.0,4.0,2.0,14.0,
8.0,4.0,1.0,31.0,1000.0
4.0,4.0,1.0,48.0,3100.0
2.0,4.0,2.0,46.0,
11.0,4.0,1.0,22.0,
11.0,4.0,1.0,20.0,600.0
8.0,16.0,1.0,30.0,670.0
8.0,4.0,2.0,19.0,
3.0,4.0,1.0,56.0,1500.0
4.0,4.0,2.0,40.0,
13.0,4.0,1.0,21.0,600.0
5.0,4.0,2.0,14.0,
5.0,4.0,2.0,47.0,800.0
0.0,2.0,1.0,65.0,1022.0
6.0,4.0,1.0,14.0,
0.0,4.0,1.0,81.0,1422.0
4.0,4.0,1.0,41.0,1683.0
5.0,4.0,2.0,40.0,
9.0,4.0,2.0,18.0,
0.0,4.0,2.0,4.0,
7.0,16.0,1.0,40.0,1800.0
4.0,16.0,2.0,43.0,135.0
11.0,16.0,2.0,20.0,1500.0
10.0,16.0,1.0,17.0,
7.0,16.0,2.0,13.0,
0.0,16.0,1.0,4.0,
3.0,16.0,1.0,39.0,600.0
4.0,4.0,2.0,36.0,140.0
7.0,16.0,1.0,17.0,200.0
8.0,16.0,2.0,16.0,
5.0,8.0,1.0,13.0,100.0
15.0,4.0,1.0,59.0,7000.0
8.0,4.0,2.0,48.0,
2.0,4.0,1.0,59.0,3455.0
4.0,4.0,2.0,53.0,
,4.0,1.0,17.0,250.0
4.0,4.0,1.0,85.0,1122.0
6.0,16.0,2.0,49.0,
0.0,4.0,1.0,85.0,697.0
3.0,16.0,2.0,72.0,1422.0
1.0,16.0,1.0,7.0,
4.0,16.0,1.0,62.0,2022.0
5.0,4.0,2.0,58.0,622.0
8.0,16.0,1.0,59.0,1800.0
1.0,16.0,2.0,61.0,622.0
6.0,16.0,2.0,35.0,250.0
4.0,1.0,1.0,12.0,
4.0,4.0,2.0,32.0,316.0
0.0,4.0,1.0,42.0,350.0
4.0,4.0,2.0,12.0,
2.0,4.0,1.0,10.0,
1.0,4.0,1.0,8.0,
0.0,4.0,1.0,59.0,300.0
3.0,4.0,2.0,58.0,622.0
7.0,16.0,1.0,38.0,300.0
8.0,4.0,2.0,32.0,178.0
4.0,4.0,2.0,12.0,
0.0,4.0,1.0,7.0,
11.0,4.0,1.0,52.0,
12.0,4.0,2.0,49.0,5000.0
0.0,16.0,1.0,27.0,
11.0,4.0,2.0,24.0,497.0
0.0,16.0,2.0,0.0,
15.0,16.0,1.0,57.0,7100.0
8.0,2.0,1.0,44.0,
8.0,16.0,2.0,40.0,622.0
10.0,4.0,1.0,21.0,
11.0,4.0,1.0,17.0,622.0
0.0,16.0,2.0,72.0,622.0
0.0,16.0,1.0,70.0,622.0
9.0,4.0,1.0,35.0,1000.0
11.0,4.0,2.0,33.0,622.0
13.0,2.0,1.0,53.0,2500.0
14.0,2.0,2.0,44.0,622.0
12.0,4.0,1.0,19.0,
9.0,4.0,2.0,16.0,
,16.0,1.0,48.0,3250.0
15.0,2.0,2.0,27.0,
11.0,16.0,2.0,37.0,660.0
8.0,2.0,2.0,16.0,
4.0,16.0,2.0,12.0,
8.0,16.0,2.0,48.0,666.0
8.0,16.0,1.0,47.0,800.0
8.0,16.0,2.0,27.0,
8.0,16.0,1.0,25.0,720.0
8.0,16.0,1.0,22.0,800.0
6.0,16.0,2.0,22.0,
,16.0,1.0,39.0,1000.0
11.0,4.0,2.0,45.0,720.0
8.0,4.0,1.0,20.0,1200.0
8.0,16.0,1.0,29.0,7000.0
11.0,4.0,2.0,19.0,
0.0,4.0,1.0,6.0,
8.0,4.0,1.0,34.0,3000.0
11.0,4.0,2.0,34.0,922.0
5.0,2.0,2.0,12.0,
0.0,4.0,1.0,3.0,
8.0,16.0,1.0,33.0,1422.0
8.0,4.0,2.0,40.0,180.0
0.0,4.0,2.0,6.0,
0.0,4.0,1.0,0.0,
8.0,4.0,1.0,41.0,800.0
8.0,4.0,2.0,40.0,
11.0,4.0,1.0,30.0,800.0
6.0,16.0,2.0,25.0,622.0
0.0,4.0,1.0,2.0,
6.0,16.0,1.0,41.0,
8.0,16.0,2.0,36.0,770.0
6.0,16.0,1.0,15.0,
6.0,16.0,1.0,12.0,
11.0,4.0,1.0,23.0,
11.0,4.0,1.0,29.0,3800.0
8.0,2.0,2.0,24.0,650.0
8.0,4.0,1.0,19.0,700.0
0.0,2.0,1.0,4.0,
